Component,individualID,climbID,microchipID,birthID,matingID,individualIdSource,materialOrigin,sex,species,generation,dateBirth,ageDeath,ageDeathUnits,brainWeight,rodentWeight,rodentDiet,bedding,room,waterpH,treatmentDose,treatmentType,stockNumber,genotype,genotypeBackground,individualCommonGenotype,modelSystemName,officialName
,10613,12217,,B-706-20,257429,UCI_TMF,UCI_TMF,female,Mouse ,F1,8/31/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10684,12301,,B-727-20,261540,UCI_TMF,UCI_TMF,female,Mouse ,F1,9/8/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10685,12302,,B-727-20,261540,UCI_TMF,UCI_TMF,female,Mouse ,F1,9/8/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10691,12308,,B-728-20,261541,UCI_TMF,UCI_TMF,female,Mouse ,F1,9/9/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10455,12041,,B-669-20,257497,UCI_TMF,UCI_TMF,male,Mouse ,F1,8/19/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10573,12177,,B-685-20,246334,UCI_TMF,UCI_TMF,male,Mouse ,F1,8/25/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10574,12178,,B-685-20,246334,UCI_TMF,UCI_TMF,male,Mouse ,F1,8/25/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10576,12180,,B-685-20,246334,UCI_TMF,UCI_TMF,male,Mouse ,F1,8/25/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10686,12303,,B-728-20,261541,UCI_TMF,UCI_TMF,male,Mouse ,F1,9/9/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,10689,12306,,B-728-20,261541,UCI_TMF,UCI_TMF,male,Mouse ,F1,9/9/20,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3074,3943,,B-26-19,147811,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3078,3947,,B-26-19,147811,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3083,3952,,B-27-19,147832,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3085,3954,,B-27-19,147832,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3086,3955,,B-27-19,147832,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3072,3941,,B-26-19,147811,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3073,3942,,B-26-19,147811,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3081,3950,,B-27-19,147832,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3097,3978,,B-29-19,147833,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/24/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3118,4003,,B-33-19,147811,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/26/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,TMF20734,13156,,,,UCI_TMF,UCI_TMF,female,Mouse ,N1,8/16/20,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4281,5345,,B-169-19,159241,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4199,5263,,B-177-19,159238,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4266,5330,,B-176-19,159245,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4265,5329,,B-176-19,159245,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4264,5328,,B-176-19,159245,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4255,5319,,B-222-19,159243,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/28/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4503,5567,,B-208-19,159244,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/26/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4244,5308,,B-170-19,159243,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4209,5273,,B-177-19,159238,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4881,5970,,B-280-19,176820,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/5/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC002F1,B6JCC002F1.5XFAD,,
,3146,4031,,B-43-19,147824,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/31/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC006F1,B6JCC006F1.5XFAD,,
,3084,3953,,B-27-19,147832,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC037F1,B6JCC037F1.5XFAD,,
,4208,5272,,B-177-19,159238,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,3147,4032,,B-43-19,147824,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/31/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC006F1,B6JCC006F1.5XFAD,,
,582,927,,B-74-18,,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/7/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,758,1181,,B-94-18,1720/1721,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/16/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,759,1182,,B-94-18,1720/1721,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/16/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,636,979,,B-80-18,86918,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/12/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,637,984,,B-80-18,86918,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/12/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,487,661,,B-59-18,1684/1685,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/5/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,530,704,,B-63-18,1684/1685,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/5/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,488,662,,B-59-18,087837,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/5/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,573,918,,B-74-18,1694/1695,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/7/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,574,919,,B-74-18,1694/1695,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/7/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,569,914,,B-74-18,1694/1695,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/7/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,571,916,,B-74-18,1694/1695,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/7/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,3172,4057,,B-45-19,147820,UCI_TMF,UCI_TMF,male,Mouse ,N1,2/1/19,12,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC006F1,B6JCC006F1.5XFAD,,
,3898,4958,,B-142-19,147976,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/9/19,12,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC013F1,B6JCC013F1.5XFAD,,
,3884,4911,,B-141-19,147979,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/9/19,12,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC013F1,B6JCC013F1.5XFAD,,
,3895,4922,,B-141-19,147979,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/9/19,12,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC013F1,B6JCC013F1.5XFAD,,
,3900,4960,,B-142-19,147976,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/9/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,4036,5095,,B-167-19,163128,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/15/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3778,4805,,B-134-19,147981,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/6/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3786,4813,,B-135-19,147868,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/7/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3788,4815,,B-135-19,147868,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/7/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3796,4823,,B-135-19,147868,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/7/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3800,4827,,B-135-19,147868,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/7/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3801,4828,,B-135-19,147868,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/7/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3865,4892,,B-136-19,147982,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/9/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3867,4894,,B-136-19,147982,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/9/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3871,4898,,B-136-19,147982,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/9/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC013F1,B6JCC013F1,,
,3885,4912,,B-141-19,147979,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/9/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC013F1,B6JCC013F1.5XFAD,,
,5008,6146,,B-298-19,176774,UCI_TMF,UCI_TMF,female,Mouse ,N1,6/26/19,12,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC017F1,B6JCC017F1.5XFAD,,
,5011,6149,,B-299-19,176782,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/26/19,12,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC017F1,B6JCC017F1.5XFAD,,
,5012,6150,,B-299-19,176782,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/26/19,12,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC017F1,B6JCC017F1.5XFAD,,
,5014,6152,,B-299-19,176782,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/26/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,5040,6178,,B-305-19,176780,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/28/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC017F1,B6JCC017F1,,
,4884,5973,,B-280-19,176820,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/5/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC002F1,B6JCC002F1.5XFAD,,
,4885,5974,,B-280-19,176820,UCI_TMF,UCI_TMF,male,Mouse ,N1,6/5/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC002F1,B6JCC002F1,,
,3082,3951,,B-27-19,147832,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/21/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3106,3987,,B-30-19,147831,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/25/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC037F1,B6JCC037F1.5XFAD,,
,3107,3988,,B-30-19,147831,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/25/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC037F1,B6JCC037F1.5XFAD,,
,3102,3983,,B-29-19,147833,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/24/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3108,3989,,B-30-19,147831,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/25/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3110,3991,,B-31-19,147830,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/25/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3112,3993,,B-31-19,147830,UCI_TMF,UCI_TMF,female,Mouse ,N1,1/25/19,12,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC037F1,B6JCC037F1,,
,3149,4034,,B-43-19,147824,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/31/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC006F1,B6JCC006F1.5XFAD,,
,3153,4038,,B-43-19,147824,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/31/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3154,4039,,B-43-19,147824,UCI_TMF,UCI_TMF,male,Mouse ,N1,1/31/19,4,months,,,7% standard,,,,,,,5XFAD_noncarrier,B6JCC006F1,B6JCC006F1,,
,3158,4043,,B-44-19,147825,UCI_TMF,UCI_TMF,male,Mouse ,N1,2/1/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC006F1,B6JCC006F1.5XFAD,,
,3159,4044,,B-44-19,147825,UCI_TMF,UCI_TMF,male,Mouse ,N1,2/1/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC006F1,B6JCC006F1.5XFAD,,
,3161,4046,,B-44-19,147825,UCI_TMF,UCI_TMF,male,Mouse ,N1,2/1/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC006F1,B6JCC006F1.5XFAD,,
,3162,4047,,B-44-19,147825,UCI_TMF,UCI_TMF,male,Mouse ,N1,2/1/19,4,months,,,7% standard,,,,,,,5XFAD_carrier,B6JCC006F1,B6JCC006F1.5XFAD,,
,4204,5268,,B-177-19,159238,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,4205,5269,,B-177-19,159238,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4206,5270,,B-177-19,159238,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4207,5271,,B-177-19,159238,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4245,5309,,B-170-19,159243,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4246,5310,,B-170-19,159243,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4241,5305,,B-170-19,159243,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4243,5307,,B-170-19,159243,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4267,5331,,B-176-19,159245,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4268,5332,,B-176-19,159245,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4279,5343,,B-169-19,159241,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4280,5344,,B-169-19,159241,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4299,5333,,B-176-19,159245,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,305,396,,B-41-18,079808,UCI_TMF,UCI_TMF,male,Mouse ,N1,2/23/18,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,315,406,,B-42-18,079800,UCI_TMF,UCI_TMF,male,Mouse ,N1,2/24/18,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,377,551,,B-50-18,1664/1665,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/5/18,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,378,552,,B-50-18,1664/1665,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/5/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,379,553,,B-50-18,1664/1665,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/5/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,380,554,,B-50-18,1664/1665,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/5/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,452,626,,B-57-18,1672/1673,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/5/18,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,456,630,,B-57-18,1672/1673,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/5/18,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,497,671,,B-60-18,1686/1687,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/5/18,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,498,672,,B-60-18,1686/1687,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/5/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,499,673,,B-60-18,1686/1687,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/5/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,500,674,,B-60-18,1686/1687,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/5/18,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,541,715,,B-65-18,087748,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/8/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,542,716,,B-65-18,087748,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/8/18,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,543,717,,B-65-18,087748,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/8/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,544,718,,B-65-18,087748,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/8/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,551,896,,B-72-18,1690/1691,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/7/18,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,624,969,,B-78-18,1688/1689,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/7/18,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,634,981,,B-80-18,86918,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/12/18,12,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,
,792,1215,,B-100-18,087751,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/16/18,12,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4256,5320,,B-222-19,159243,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/28/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4257,5321,,B-222-19,159243,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/28/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4501,5565,,B-208-19,159244,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/26/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4502,5566,,B-208-19,159244,UCI_TMF,UCI_TMF,female,Mouse ,N1,3/26/19,4,months,,,7% standard,,,,,,34848,5XFAD_noncarrier,C57BL6J,C57BL6J,C57BL6J,
,4242,5306,,B-170-19,159243,UCI_TMF,UCI_TMF,male,Mouse ,N1,3/24/19,4,months,,,7% standard,,,,,,34848,5XFAD_carrier,C57BL6J,5XFAD,5XFAD,